10	0.004
1610	0.003
3210	0.002
4810	0.002
6410	0.007
8010	0.008
9610	0.009
11210	0.008
12810	0.007
14410	0.009
16010	0.008
17610	0.01
19210	0.009
20810	0.01
22410	0.009
24010	0.011
25610	0.01
27210	0.01
28810	0.011
30410	0.009
32010	0.01
33610	0.009
35210	0.01
36810	0.01
38410	0.01
