10	0.004
1610	11.894
3210	47.276
4810	104.615
6410	185.463
8010	295.319
9610	416.869
11210	567.577
12810	752.043
14410	935.971
16010	1155.7
17610	1418.94
19210	1663.35
20810	1947.84
22410	2295.95
24010	2597.26
25610	2951.63
27210	3382.47
28810	3730.52
30410	4150.31
32010	4671.88
33610	5061.65
35210	5569.72
36810	6181.6
38410	6622.27
