2	0.024
3	0.005
4	0.004
5	0.004
6	0.003
7	0.004
8	0.003
9	0.003
10	0.003
11	0.003
12	0.003
13	0.002
14	0.003
15	0.003
16	0.003
17	0.004
18	0.004
19	0.004
20	0.007
21	0.005
22	0.006
23	0.007
24	0.007
25	0.01
26	0.011
